letter	frequency
03-15	0.0346456692913
03-16	0.0364372469636
03-17	0.015923566879
03-18	0.0456026058632
03-19	0.0329949238579
03-20	0.0222222222222
03-21	0.0511811023622
03-22	0.0394265232975
03-23	0.078431372549
03-24	0.0239726027397
03-26	0.0383141762452
03-27	0.0622710622711
03-28	0.0441176470588
03-29	0.0669014084507
03-31	0.0613718411552
04-01	0.0870488322718
04-05	0.0162866449511
04-16	0.015479876161
04-19	0.0294659300184
04-20	0.0388601036269
05-07	0.0801393728223
