letter	frequency
03-15	0.0188976377953
03-16	0.00404858299595
03-17	0.0031847133758
03-18	0.0130293159609
03-19	0.0152284263959
03-20	0.00740740740741
03-21	0.011811023622
03-22	0.010752688172
03-23	0.0156862745098
03-24	0.0239726027397
03-26	0.0268199233716
03-27	0.032967032967
03-28	0.0257352941176
03-29	0.0140845070423
03-31	0.014440433213
04-01	0.0212314225053
04-05	0.0228013029316
04-16	0.0247678018576
04-19	0.0349907918969
04-20	0.0362694300518
05-07	0.045
