letter	frequency
03-15	0.0645669291339
03-16	0.0404858299595
03-17	0.0382165605096
03-18	0.0293159609121
03-19	0.0152284263959
03-20	0.0518518518519
03-21	0.011811023622
03-22	0.0537634408602
03-23	0.0156862745098
03-24	0.123287671233
03-26	0.0536398467433
03-27	0.043956043956
03-28	0.0477941176471
03-29	0.0387323943662
03-31	0.043321299639
04-01	0.0382165605096
04-05	0.0260586319218
04-16	0.0402476780186
04-19	0.0570902394107
04-20	0.0544041450777
