letter	frequency
03-15	0.00629921259843
03-18	0.042345276873
03-19	0.0152284263959
03-21	0.00787401574803
03-22	0.0143369175627
03-23	0.0156862745098
03-24	0.0102739726027
03-27	0.00732600732601
03-28	0.0220588235294
03-29	0.0281690140845
03-31	0.014440433213
04-01	0.00636942675159
04-05	0.0293159609121
04-16	0.0278637770898
04-19	0.02394106814
04-20	0.0103626943005
