letter	frequency
03-15	0.0283464566929
03-16	0.0364372469636
03-17	0.0286624203822
03-18	0.0162866449511
03-19	0.0507614213198
03-20	0.0185185185185
03-21	0.0196850393701
03-22	0.00716845878136
03-23	0.0274509803922
03-24	0.0171232876712
03-27	0.014652014652
03-28	0.0257352941176
03-29	0.0457746478873
03-31	0.0180505415162
04-01	0.0276008492569
04-05	0.00977198697068
04-16	0.0030959752322
04-19	0.0128913443831
04-20	0.0284974093264
